pl_name,hostname,pl_letter,disc_year,discoverymethod,disc_facility,disc_locale,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmasse,pl_bmassprov,pl_radj,pl_rade,pl_dens,pl_eqt,pl_insol,pl_trandep,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_vsin,st_spectype,sy_snum,sy_pnum,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,tran_flag,rv_flag,ttv_flag,ima_flag,pl_controv_flag
Kepler-529 b,Kepler-529,b,2016,Transit,Kepler,Space,285.8884067,47.8803640,78.21119,17.85951,1.98035766300,0.0309000000,0.000000,80.89000,0.01300000,4.12000000,M-R relationship,0.16593809,1.86000000,3.520000,1662.00,1808.4100,0.02719000,2.4332000,,6087.00,1.140000,1.070000,-0.1000,4.350000,0.20700,3.9800,1.109380,,,1,3,799.00800000,13.7790000,12.4180000,13.7399000,1,0,0,0,0
11 UMi b,11 UMi,b,2009,Radial Velocity,Thueringer Landessternwarte Tautenburg,Ground,229.2745954,71.8239428,108.71900,41.04437,516.21997000000,1.5300000000,0.080000,,14.74000000,4684.81420000,Msini,1.09000000,12.30000000,13.800000,,,,,189.70000,4213.00,29.790000,2.780000,-0.0200,1.930000,2.42951,1.5600,,1.5000,K4 III,1,1,125.32100000,5.0130000,1.9390000,4.5621600,0,1,0,0,0
Kepler-835 b,Kepler-835,b,2016,Transit,Kepler,Space,283.5742181,45.7348003,75.51099,18.58969,11.41909375000,0.1070000000,0.000000,81.99000,0.02580000,8.20000000,M-R relationship,0.24890713,2.79000000,2.070000,921.00,170.3300,0.05092000,4.3820000,,5954.00,1.110000,1.080000,0.0800,4.380000,0.32995,3.6300,0.879170,,,1,1,2406.33000000,16.0620000,14.5610000,15.8901000,1,0,0,0,0
Kepler-1666 c,Kepler-1666,c,2020,Transit,Kepler,Space,297.9516071,46.2647024,80.30239,9.74522,40.71570000000,0.2383000000,0.000000,89.99000,0.03320000,10.50000000,M-R relationship,0.28866513,3.23564749,1.700000,578.00,26.3400,0.06809000,6.9750000,,6293.00,1.145860,1.230000,-0.2000,4.409710,0.26839,0.4100,1.152605,,,1,2,1379.37000000,15.1040000,13.6290000,15.0151000,1,0,0,0,0
Kepler-690 b,Kepler-690,b,2016,Transit,Kepler,Space,294.4899225,39.7714758,73.30113,8.84735,7.74809437400,0.0810000000,0.000000,88.02000,0.09330000,29.60000000,M-R relationship,0.53082345,5.95000000,0.772000,964.00,225.7010,0.24721000,3.5631000,,5913.00,1.160000,1.110000,0.1900,4.350000,0.14056,3.5500,1.336490,,,1,1,1665.31000000,15.7010000,14.1060000,15.6723000,1,0,0,0,0
Kepler-136 b,Kepler-136,b,2014,Transit,Kepler,Space,296.4673039,42.5987984,76.53433,8.88790,11.57890000000,0.1060000000,0.000000,89.33000,0.06200000,19.80000000,Mass,0.18300000,2.05000000,12.600000,951.00,257.9840,0.02423000,2.8550000,,6165.00,1.355000,1.204000,0.0002,4.244000,0.46678,2.7500,0.505620,,,2,2,420.81800000,11.8220000,10.5190000,11.7544000,1,0,1,0,0
Kepler-775 b,Kepler-775,b,2016,Transit,Kepler,Space,291.4332781,41.7033162,73.97975,11.78814,0.97486892600,0.0183400000,0.000000,88.53000,0.00570000,1.81000000,M-R relationship,0.10616469,1.19000000,5.900000,1612.00,1496.7500,0.01976000,1.5975000,,5468.00,0.840000,0.920000,-0.0400,4.560000,-0.26699,1.8600,1.500000,,,1,1,398.67600000,13.5640000,11.7740000,13.4673000,1,0,0,0,0
KIC 10068024 b,KIC 10068024,b,2021,Orbital Brightness Modulation,Kepler,Space,288.8470423,47.0228607,78.16657,15.68342,2.07354900000,,,,2.00000000,635.65681400,Msini,1.19000000,13.40000000,1.450000,,,,,276.70000,6118.40,1.574000,1.220000,0.0100,4.092000,0.49600,0.5600,7.786930,,,1,1,721.10500000,13.1440000,11.8300000,13.1059000,0,1,0,0,0
HATS-34 b,HATS-34,b,2016,Transit,HATSouth,Ground,0.7744866,-62.4693167,312.35473,-53.76568,2.10616070000,0.0316600000,0.108000,82.28000,0.94100000,299.07803000,Mass,1.43000000,16.02887000,0.400000,1445.00,691.8428,1.21422239,1.5552000,152.00000,5380.00,0.980000,0.955000,0.2500,4.435000,-0.14026,7.7000,1.440000,4.0700,,1,1,508.84200000,13.8570000,12.0950000,13.6790000,1,1,0,0,0
HATS-35 b,HATS-35,b,2016,Transit,HATSouth,Ground,296.6884420,-63.5656488,332.94170,-30.19930,1.82099930000,0.0319900000,0.306000,86.90000,1.22200000,388.38826000,Mass,1.46400000,16.40997600,0.484000,2037.00,2440.7000,1.23400000,3.1176000,170.00000,6300.00,1.433000,1.317000,0.2100,4.244000,0.46538,2.1300,0.628000,8.6600,,1,1,514.55500000,12.6090000,11.1180000,12.4605000,1,1,0,0,0
WASP-81 b,WASP-81,b,2017,Transit,Multiple Facilities,Ground,304.2079924,3.2939492,46.05986,-17.29285,2.71647620000,0.0390800000,0.066000,88.69000,0.72900000,231.69807000,Mass,1.42900000,16.01766100,0.332000,1623.00,1034.0911,1.45274470,3.5299033,100.80000,5870.00,1.283000,1.080000,-0.3600,4.258000,0.24551,,0.723000,,,1,1,398.50500000,12.4690000,10.8920000,12.3326000,1,1,0,0,0
Kepler-357 b,Kepler-357,b,2014,Transit,Kepler,Space,291.2429746,44.0086337,76.04453,12.91325,6.47543400000,0.0630000000,0.000000,88.31000,0.01270000,4.04000000,M-R relationship,0.16400000,1.84000000,3.560000,793.00,69.5700,0.05306000,2.6510000,,5036.00,0.834000,0.794000,0.0600,4.503000,-0.55635,2.1400,1.990000,,,1,3,688.57300000,15.7350000,13.4080000,15.5215000,1,0,0,0,0
Kepler-23 d,Kepler-23,d,2014,Transit,Kepler,Space,294.2189131,49.4792536,82.01371,13.45799,15.27000000000,0.1201200000,0.010000,89.54000,0.01396980,4.44000000,Mass,0.19680648,2.20600000,2.260583,896.00,161.0380,0.02067000,6.0765000,,5828.00,1.548000,1.078000,-0.1120,4.090000,0.39783,9.1200,0.410259,,,1,3,835.75600000,13.5670000,11.9980000,13.4015000,1,0,1,0,0
Kepler-1510 b,Kepler-1510,b,2016,Transit,Kepler,Space,298.9591432,48.2578295,82.40526,10.13197,84.70392100000,0.4089000000,0.000000,89.99000,0.03540000,11.20000000,M-R relationship,0.29975912,3.36000000,1.620000,537.00,14.0360,0.06557000,10.4470000,,6200.00,1.280000,1.190000,0.0400,4.290000,0.37703,2.7500,0.682140,,,1,1,1696.25000000,15.3150000,13.7280000,15.1424000,1,0,0,0,0
Kepler-1324 b,Kepler-1324,b,2016,Transit,Kepler,Space,291.1849503,40.3112023,72.61896,11.34565,4.11584467900,0.0466000000,0.000000,86.52000,0.00909000,2.89000000,M-R relationship,0.13471318,1.51000000,4.610000,895.00,98.4140,0.04597000,1.3850000,,4776.00,0.730000,0.780000,0.0500,4.610000,-0.67302,2.8800,13.690840,,,1,1,481.66700000,15.5540000,12.8340000,15.1336000,1,0,0,0,0
HIP 67851 c,HIP 67851,c,2015,Radial Velocity,Multiple Observatories,Ground,208.4653640,-35.3146536,317.04896,25.84003,3128.41000000000,4.5500000000,0.300000,89.86300,6.93700000,2204.77565936,Mass,1.13000000,12.70000000,5.910000,,,,,61.44000,4840.00,5.450000,1.280000,0.0100,3.110000,1.16673,5.4600,,3.3300,K0 III,1,2,64.11810000,6.1700000,3.7510000,5.8932900,0,1,0,0,0
Kepler-110 b,Kepler-110,b,2014,Transit,Kepler,Space,292.9291693,48.6028303,80.82269,13.83649,12.69111200000,0.1070000000,0.000000,89.98000,0.01260000,4.01000000,M-R relationship,0.16300000,1.83000000,3.600000,1008.00,153.8810,0.02521000,3.7550000,,5960.00,1.149000,0.989000,-0.1498,4.327000,0.27598,4.4700,0.530000,,,1,2,586.53100000,13.0030000,11.6230000,12.9020000,1,0,1,0,0
K2-325 b,K2-325,b,2020,Transit,K2,Space,353.9169507,-7.6867213,76.71995,-63.53633,6.93000000000,0.0419000000,,89.37000,0.01720000,5.48000000,M-R relationship,0.19627085,2.20000000,2.830000,423.00,,0.67200000,,,3287.00,0.298000,0.274000,,4.840000,-2.04801,,14.639072,,,1,1,111.63800000,17.7700000,12.3520000,16.1370000,1,0,0,0,0
Kepler-716 c,Kepler-716,c,2020,Transit,Kepler,Space,290.3931809,43.3638577,75.17704,13.19467,3.96999000000,0.0454800000,0.000000,86.81000,0.00793000,2.52000000,M-R relationship,0.12425866,1.39281536,5.120000,992.00,151.8000,0.02992000,1.1857000,,5012.00,0.742183,0.830000,-0.0600,4.616120,-0.50424,2.7500,2.862272,,,1,2,635.00900000,15.3140000,13.1350000,15.1555000,1,0,0,0,0
Kepler-1850 b,Kepler-1850,b,2021,Transit,Kepler,Space,287.1428295,43.6161177,74.42563,15.45157,1.38580000400,0.0206000000,0.000000,86.72000,0.00098500,0.31300000,M-R relationship,0.06504576,0.72909663,4.440000,1008.00,245.1500,0.00933000,1.6449000,,4239.00,0.600000,0.611000,-0.2200,4.667000,-0.81005,13.8000,2.258070,,,1,1,250.19900000,14.4400000,11.5620000,14.0882000,1,0,0,0,0
HD 163607 b,HD 163607,b,2010,Radial Velocity,W. M. Keck Observatory,Ground,268.4181383,56.3924701,84.61440,30.17327,75.22030000000,0.3620000000,0.744100,,0.78360000,249.05158800,Msini,1.24000000,13.90000000,0.510000,,,,,52.34000,5522.00,1.760000,1.120000,0.2100,3.970000,0.42000,8.6000,0.247934,1.4900,G5,1,2,67.78550000,8.0000000,6.2710000,7.8129800,0,1,0,0,0
HD 44219 b,HD 44219,b,2010,Radial Velocity,La Silla Observatory,Ground,95.0599971,-10.7250799,219.07812,-11.74314,472.00000000000,1.2600000000,0.410000,90.00000,0.58000000,184.34047606,Mass,1.26000000,14.10000000,0.361000,,,,,19.40000,5752.00,1.320000,1.200000,0.0300,4.210000,0.26000,8.4000,0.500560,2.2000,G3 V,1,1,52.90510000,7.6900000,6.1150000,7.5297300,0,1,0,0,0
HATS-50 b,HATS-50,b,2017,Transit,HATSouth,Ground,300.4280761,-26.0775640,15.57751,-26.21481,3.82970150000,0.0504600000,0.516000,87.54000,0.39000000,123.95370000,Mass,1.13000000,12.66617000,0.330000,1275.39,625.3023,1.22998939,3.0792000,45.00000,5990.00,1.117000,1.168000,,4.411000,0.14301,1.2000,1.190000,3.7600,,1,1,756.74200000,14.0450000,12.2890000,13.8936000,1,1,0,0,0
WASP-153 b,WASP-153,b,2017,Transit,SuperWASP,Ground,279.2624729,40.0186905,68.68938,19.63191,3.33260900000,0.0480000000,0.009000,84.10000,0.39000000,123.95370000,Mass,1.55000000,17.37395000,0.150000,1700.00,1400.0000,0.83105066,3.8400000,44.00000,5914.00,1.730000,1.336000,0.3400,4.100000,0.45958,4.0000,0.370000,5.1900,G0,1,1,610.17600000,12.5910000,11.0510000,12.4967000,1,1,0,0,0
Kepler-1365 b,Kepler-1365,b,2016,Transit,Kepler,Space,292.1996573,42.0459944,74.55066,11.42713,7.69993485000,0.0783900000,0.000000,89.92000,0.00227000,0.72100000,M-R relationship,0.08207690,0.92000000,5.090000,969.00,456.2500,0.00709000,4.3900000,,5770.00,1.050000,1.000000,0.0300,4.390000,0.42479,6.0300,0.260000,,,1,2,840.12800000,13.4170000,11.8570000,13.3798000,1,0,0,0,0
HD 170469 b,HD 170469,b,2007,Radial Velocity,W. M. Keck Observatory,Ground,277.2955423,11.6954244,40.94007,10.19103,1145.00000000000,2.2400000000,0.110000,,0.66000000,209.76780000,Msini,1.25000000,14.10000000,0.411000,,,,,12.00000,5842.00,1.240000,1.100000,0.2900,4.300000,0.20400,6.7000,0.691571,1.7000,G5 IV,2,1,60.17800000,8.2100000,6.7070000,8.0495300,0,1,0,0,0
Kepler-341 d,Kepler-341,d,2014,Transit,Kepler,Space,289.8615609,43.4727412,75.11189,13.59083,27.66631300000,0.1820000000,0.000000,88.98000,0.01280000,4.08000000,M-R relationship,0.16500000,1.85000000,3.540000,622.00,45.4230,0.03240000,6.0480000,,6012.00,1.024000,0.976000,0.0700,4.437000,0.12721,9.1200,0.600000,,,1,4,1047.03000000,14.7390000,12.9940000,14.5672000,1,0,0,0,0
Kepler-977 b,Kepler-977,b,2016,Transit,Kepler,Space,291.5161959,42.2480736,74.50788,11.97106,26.85328322000,0.1620000000,0.000000,89.99000,0.02320000,7.37000000,M-R relationship,0.23374074,2.62000000,2.250000,544.00,13.9550,0.10036000,4.5063000,,5315.00,0.830000,0.870000,-0.0100,4.550000,-0.47627,4.5700,2.044720,,,1,1,568.75100000,14.7540000,12.9200000,14.8235000,1,0,0,0,0
HD 98219 b,HD 98219,b,2011,Radial Velocity,W. M. Keck Observatory,Ground,169.4475218,-23.9754880,276.91998,34.12242,433.80000000000,1.2600000000,0.079000,,1.96400000,624.21812000,Msini,1.20000000,13.40000000,1.430000,,,,,42.00000,4925.00,4.600000,1.410000,-0.0200,3.360000,1.04922,4.0000,,0.3000,K0 III/IV,1,1,113.70400000,8.0500000,5.8130000,7.7907900,0,1,0,0,0
HAT-P-31 b,HAT-P-31,b,2011,Transit,HATNet,Ground,271.5376722,26.4266061,52.72026,21.06338,5.00542000000,0.0610000000,0.250000,87.10000,2.27000000,721.47410000,Mass,1.09000000,12.21781000,2.180000,1450.00,746.9025,0.65000000,4.9057646,232.50000,6065.00,1.390000,1.310000,0.1500,4.260000,0.43315,3.1700,0.690000,0.5000,,1,1,344.05000000,11.6670000,10.0830000,11.4501000,1,1,0,0,0
GJ 393 b,GJ 393,b,2021,Radial Velocity,Multiple Observatories,Ground,157.2288672,0.8378485,244.47566,46.88333,7.02679000000,0.0540200000,,,0.00538026,1.71000000,Msini,0.10400000,1.17000000,5.870000,485.00,9.2100,,,1.01000,3579.00,0.426000,0.426000,-0.0900,4.880000,-1.57073,,7.435678,2.0000,M2.0 V,1,1,7.03149000,9.6500000,5.3110000,8.6737300,0,1,0,0,0
Kepler-879 b,Kepler-879,b,2016,Transit,Kepler,Space,295.8065515,50.9097521,83.79582,13.19003,33.38559380000,0.2012000000,0.000000,89.26000,0.02240000,7.13000000,M-R relationship,0.22928004,2.57000000,2.310000,580.00,29.1280,0.05532000,5.0514000,,5792.00,1.020000,1.020000,0.0500,4.420000,0.03340,4.2700,1.374230,,G,1,2,802.67200000,14.4290000,12.6810000,14.2377000,1,0,0,0,0
Kepler-1933 b,Kepler-1933,b,2021,Transit,Kepler,Space,283.9950850,39.9170121,69.94017,16.20448,4.94329023400,0.0560500000,0.000000,79.91000,0.00553000,1.76000000,M-R relationship,0.10525854,1.17984089,5.890000,1058.00,250.5000,0.01262000,2.9334000,,5661.00,1.008000,0.964000,0.1000,4.415000,-0.11595,1.8600,0.115180,,,1,1,328.00700000,12.8100000,11.1060000,12.6781000,1,0,0,0,0
Kepler-1641 b,Kepler-1641,b,2016,Transit,Kepler,Space,296.3594560,41.5745321,75.58833,8.46248,19.67226600000,0.1473000000,0.000000,88.19000,0.03100000,9.85000000,M-R relationship,0.27745562,3.11000000,1.800000,908.00,82.8280,0.06499000,4.7660000,,6152.00,1.190000,1.120000,-0.0200,4.340000,0.13083,3.0200,1.397910,,,1,2,860.37000000,14.4900000,12.7350000,14.2231000,1,0,0,0,0
GJ 687 b,GJ 687,b,2014,Radial Velocity,Lick Observatory,Ground,264.1041731,68.3336741,98.59611,31.96608,38.14200000000,0.1630000000,0.170000,,0.05411698,17.20000000,Msini,0.38500000,4.32000000,1.170000,,,,,6.14000,3413.00,0.418300,0.400000,0.0631,4.859360,-1.67200,,8.378344,,M3.0V,1,2,4.54939000,9.1500000,4.5480000,8.0275400,0,1,0,0,0
Kepler-23 b,Kepler-23,b,2011,Transit,Kepler,Space,294.2189131,49.4792536,82.01371,13.45799,7.10000000000,0.0721200000,0.017000,89.57000,0.00805466,2.56000000,Mass,0.14613282,1.63800000,3.186870,1157.00,446.1070,0.01310000,5.1462000,,5828.00,1.548000,1.078000,-0.1120,4.090000,0.39783,9.1200,0.410259,,,1,3,835.75600000,13.5670000,11.9980000,13.4015000,1,0,1,0,0
Kepler-554 b,Kepler-554,b,2016,Transit,Kepler,Space,296.4068982,51.3581938,84.38215,13.05980,1.90220855600,0.0302200000,0.000000,89.03000,0.05350000,17.00000000,M-R relationship,0.38272816,4.29000000,1.180000,1346.00,877.9450,0.23435000,2.2077300,,5447.00,0.920000,0.930000,0.1400,4.490000,-0.11758,5.6200,1.160000,,,1,1,690.52500000,14.4900000,12.6150000,14.2961000,1,0,0,0,0
HD 159868 c,HD 159868,c,2012,Radial Velocity,Anglo-Australian Telescope,Ground,264.7466665,-43.1462347,347.17359,-6.31279,351.00000000000,1.0320000000,0.184000,,0.76800000,244.09344000,Msini,1.25000000,14.00000000,0.489000,,,,,20.00000,5534.00,2.130000,1.190000,-0.0800,3.920000,0.55574,7.5700,0.155815,0.9600,G5 V,1,2,55.85030000,7.2400000,5.5350000,7.0457900,0,1,0,0,0
Kepler-1331 b,Kepler-1331,b,2016,Transit,Kepler,Space,297.0737928,41.2244613,75.54375,7.82395,0.78916165300,0.0142000000,0.000000,86.50000,0.00364000,1.16000000,M-R relationship,0.09367473,1.05000000,5.510000,1244.00,547.2940,0.02151000,0.9052000,,4508.00,0.690000,0.720000,0.0500,4.630000,-0.90934,4.1700,7.087860,,,1,1,319.19700000,15.5800000,12.3180000,15.0318000,1,0,0,0,0
Kepler-1246 b,Kepler-1246,b,2016,Transit,Kepler,Space,287.6572346,48.9822053,79.73595,17.16890,11.32271513000,0.0848000000,0.000000,84.06000,0.00761000,2.42000000,M-R relationship,0.12133107,1.36000000,5.290000,554.00,26.4510,0.02836000,3.0270000,,4611.00,0.690000,0.730000,-0.0300,4.630000,-0.72660,3.8900,0.114760,,,1,1,436.50500000,15.2700000,12.5900000,15.0318000,1,0,0,0,0
Kepler-287 b,Kepler-287,b,2014,Transit,Kepler,Space,290.9274282,48.4434588,80.09807,14.97247,20.34219900000,0.1450000000,0.000000,88.83000,0.26114720,83.00000000,Mass,0.20800000,2.33000000,27.300000,667.00,35.7500,0.05646000,2.2570000,,5806.00,1.032000,0.963000,0.1170,4.402000,-0.13438,2.8800,1.290000,,K7 V,1,2,835.86000000,14.9520000,13.1350000,14.7442000,1,0,0,0,0
Kepler-432 c,Kepler-432,c,2015,Radial Velocity,Fred Lawrence Whipple Observatory,Ground,293.2822344,48.2859173,80.63315,13.48812,406.20000000000,,0.498000,,2.43000000,772.32690000,Msini,1.18000000,13.30000000,1.800000,,,,,62.10000,4995.00,4.060000,1.320000,-0.0700,3.345000,0.92561,4.2000,0.027940,2.7000,,2,2,848.02300000,12.3980000,10.1210000,12.1822000,0,1,0,0,0
HD 102843 b,HD 102843,b,2019,Radial Velocity,Las Campanas Observatory,Ground,177.5854673,-1.2522989,273.09687,58.03595,3090.94200000000,4.0740000000,0.110000,,0.35836768,113.90000000,Msini,1.17000000,13.10000000,0.278000,,,,,5.24000,5436.00,0.961488,0.950000,0.1600,4.459350,-0.13814,,1.556787,,K0 V,1,1,62.75800000,9.2600000,7.4950000,9.0488300,0,1,0,0,0
K2-155 b,K2-155,b,2018,Transit,K2,Space,65.4696140,21.3532633,174.74941,-19.71256,6.34200000000,0.0562000000,,88.30000,0.01230000,3.89000000,M-R relationship,0.16058524,1.80000000,3.670000,708.00,19.9000,0.06800000,2.4096000,,4258.00,0.580000,0.650000,-0.3000,4.600000,-1.22915,,5.410000,,K7,1,3,72.79980000,12.7730000,9.4960000,12.2528000,1,0,0,0,0
Kepler-162 c,Kepler-162,c,2014,Transit,Kepler,Space,297.2789115,43.7239693,77.82088,8.91719,19.44635500000,0.1370000000,0.000000,88.21000,0.02970000,9.43000000,M-R relationship,0.27000000,3.03000000,1.860000,681.00,77.0520,0.09260000,3.5270000,,5816.00,0.958000,1.053000,0.1000,4.436000,0.15540,4.5700,0.760000,,,1,2,855.64100000,14.3510000,12.6580000,14.2231000,1,0,0,0,0
Kepler-603 d,Kepler-603,d,2016,Transit,Kepler,Space,294.2809679,42.2909295,75.48527,10.16352,6.21712920000,0.0711700000,0.000000,88.14000,0.00724000,2.30000000,M-R relationship,0.11776251,1.32000000,5.500000,1098.00,497.4000,0.02112000,3.7010000,,5808.00,1.010000,1.010000,0.0300,4.430000,0.39156,4.3700,0.350000,,,1,3,1539.63000000,14.9690000,13.2140000,14.8159000,1,0,0,0,0
Kepler-139 b,Kepler-139,b,2014,Transit,Kepler,Space,282.3919451,43.8894167,73.37771,18.74477,15.77104400000,0.1270000000,0.000000,89.98000,0.02202446,7.00000000,Mass,0.26200000,2.94000000,2.169438,752.00,64.7800,0.05471000,5.0680000,1.28255,5594.00,1.300000,1.078000,0.3500,4.247000,0.01598,5.1000,0.960000,,,1,5,391.03800000,12.7750000,11.1670000,12.6770000,1,1,0,0,0
K2-155 d,K2-155,d,2018,Transit,K2,Space,65.4696140,21.3532633,174.74941,-19.71256,40.71800000000,0.1937000000,,89.61000,0.01340000,4.27000000,M-R relationship,0.16950665,1.90000000,3.420000,381.00,1.6700,0.07400000,4.4640000,,4258.00,0.580000,0.650000,-0.3000,4.600000,-1.22915,,5.410000,,K7,1,3,72.79980000,12.7730000,9.4960000,12.2528000,1,0,0,0,0
Kepler-1443 b,Kepler-1443,b,2016,Transit,Kepler,Space,283.4357392,47.0667983,76.80044,19.13232,2.41811321000,0.0378300000,0.000000,89.89000,0.00274000,0.87100000,M-R relationship,0.08653760,0.97000000,5.240000,1602.00,2809.1650,0.00458000,2.1940000,,6289.00,1.270000,1.190000,0.0000,4.300000,0.56075,2.6300,0.300000,14.7000,,1,1,593.64600000,12.3130000,11.0210000,12.2120000,1,0,0,0,0
Kepler-48 c,Kepler-48,c,2012,Transit,Kepler,Space,299.1393094,40.9489390,76.08999,6.33882,9.67395000000,0.0863300000,0.000000,89.51000,0.04596797,14.61000000,Mass,0.24177001,2.71000000,4.010000,736.00,67.5930,0.09527000,3.2870000,4.74000,5194.00,0.890000,0.880000,0.1700,4.487000,-0.28926,3.1400,1.980000,0.5000,,1,5,306.73800000,13.1740000,11.2210000,13.0772000,1,1,1,0,0
HAT-P-14 b,HAT-P-14,b,2010,Transit,HATNet,Ground,260.1161719,38.2421682,62.58916,33.53751,4.62767000000,0.0596000000,0.110000,83.50000,3.44000000,1093.33520000,Mass,1.42000000,15.91678000,1.560000,1624.00,1038.7800,0.65000000,2.1888000,219.00000,6600.00,1.820000,2.650000,0.1100,4.250000,0.64412,1.6000,0.620000,8.1800,F5 V,2,1,222.66300000,9.9880000,8.8510000,9.8728300,1,1,0,0,0
Kepler-1369 b,Kepler-1369,b,2016,Transit,Kepler,Space,285.7972604,40.9361923,71.46339,15.32601,25.87314800000,0.1741000000,0.000000,89.71000,0.02420000,7.70000000,M-R relationship,0.23998573,2.69000000,2.170000,667.00,37.1580,0.06944000,5.4510000,,5761.00,0.990000,0.990000,0.0000,4.450000,-0.01005,4.0700,1.090370,,,1,1,1236.56000000,15.6210000,13.7880000,15.3498000,1,0,0,0,0
Kepler-1644 b,Kepler-1644,b,2016,Transit,Kepler,Space,285.4750512,48.0348356,78.25959,18.17315,21.09077580000,0.1420000000,0.000000,87.63000,0.01320000,4.19000000,M-R relationship,0.16772237,1.88000000,3.470000,606.00,31.8600,0.04458000,4.6290000,,5499.00,0.860000,0.890000,-0.1000,4.530000,-0.21500,4.2700,1.009180,,,1,1,629.27000000,14.3970000,12.5520000,14.1827000,1,0,0,0,0
Kepler-1249 b,Kepler-1249,b,2016,Transit,Kepler,Space,296.8948517,44.3717429,78.25844,9.47328,24.33471270000,0.1670000000,0.000000,89.97000,0.01970000,6.26000000,M-R relationship,0.21232938,2.38000000,2.550000,647.00,98.3360,0.03231000,6.6300000,,6202.00,1.280000,1.190000,0.0600,4.290000,0.42782,2.8200,0.675050,,,1,1,1904.54000000,15.3910000,13.8280000,15.3518000,1,0,0,0,0
KIC 9663113 b,KIC 9663113,b,2015,Transit,Kepler,Space,297.0454037,46.3286653,80.05076,10.32377,572.38470000000,1.5534600000,0.000000,89.76800,0.06030000,19.20000000,M-R relationship,0.41038451,4.60000000,1.080000,264.00,3.3560,0.16810000,23.1620000,,6065.00,1.030000,0.980000,-0.2800,4.420000,0.79190,2.1400,0.160000,,,1,2,1594.74000000,14.0270000,12.5020000,13.9075000,1,0,0,0,0
HAT-P-24 b,HAT-P-24,b,2010,Transit,HATNet,Ground,108.8251171,14.2626064,202.73799,11.65314,3.35524000000,0.0465100000,0.070000,88.60000,0.75000000,238.37250000,Mass,1.30000000,14.57170000,0.440000,1637.00,1294.9290,0.94000000,3.6940000,83.00000,6373.00,1.380000,1.370000,-0.1600,4.270000,0.40800,2.8000,0.740000,10.0000,F8,2,1,415.34400000,11.7620000,10.5430000,11.6396000,1,1,0,0,0
Kepler-792 b,Kepler-792,b,2016,Transit,Kepler,Space,292.0068239,38.8207001,71.54789,10.11457,11.30119217000,0.0988000000,0.000000,89.69000,0.01420000,4.50000000,M-R relationship,0.17485949,1.96000000,3.280000,852.00,176.0320,0.02771000,3.9800000,,5971.00,1.120000,1.090000,0.0800,4.380000,0.27379,3.3900,1.528520,,,1,1,1425.47000000,15.1170000,13.4780000,14.9760000,1,0,0,0,0
Kepler-539 b,Kepler-539,b,2016,Transit,Kepler,Space,299.1224639,41.8667953,76.87810,6.81805,125.63243000000,0.4988000000,0.390000,89.84500,0.97000000,308.29510000,Mass,0.74700000,8.37312300,2.900000,387.60,3.6810,0.80459000,9.2990000,132.30000,5820.00,0.952000,1.048000,-0.0100,4.502000,-0.06048,0.9100,1.713000,4.4000,G2 V,1,2,307.31800000,12.4440000,10.9150000,12.3790000,1,1,1,0,0
K2-165 d,K2-165,d,2018,Transit,K2,Space,184.9004881,0.9683270,285.33397,62.74727,14.10136100000,,,89.00190,0.02360000,7.50000000,M-R relationship,0.23624721,2.64809498,2.220000,629.38,37.0819,0.14508250,2.7078373,,5185.00,0.803827,0.834847,-0.0500,4.460000,-0.36982,,2.082412,,,1,3,134.59100000,11.3320000,9.5360000,11.3272000,1,0,0,0,0
Kepler-1254 c,Kepler-1254,c,2016,Transit,Kepler,Space,285.1733174,48.7700099,78.91187,18.61756,3.60084276000,0.0422000000,0.000000,88.30000,0.00705000,2.24000000,M-R relationship,0.11597823,1.30000000,5.600000,927.00,132.3910,0.02963000,1.9810000,,4985.00,0.750000,0.780000,-0.1000,4.590000,-0.57202,5.6200,3.321920,,,1,3,622.81800000,15.5410000,13.2920000,15.3024000,1,0,0,0,0
